,sno,new_tweet_text,old_tweet_text,new_label,old_label,updated,
491,491,I just donated to the Red Cross to help those who were effected by Hurricane Sandy. You should too. Text REDCROSS to 90999. #SandyHelp,I just donated to the Red Cross to help those who were effected by Hurricane Sandy. You should too. Text REDCROSS to 90999. #SandyHelp,not_request,not_request,1,0
492,492,"RT @CathCharitiesNY: To help New Yorkers affected by the hurricane, text âCCHOPEâ to 85944 to make a one-time $10 donation. #Sandy","RT @CathCharitiesNY: To help New Yorkers affected by the hurricane, text “CCHOPE” to 85944 to make a one-time $10 donation. #Sandy",not_request,request,1,1
493,493,Cheating isn't cool. Like really not cool. Donate to the Hurricane Sandy victims.,Not Found,not_request,Not Found,0,1
494,494,NFL-NFLPA To Donate $1 Million To American Red Cross To Aide Hurricane Sandy Victims: The National Football Leag... http://t.co/USfu4USb,NFL-NFLPA To Donate $1 Million To American Red Cross To Aide Hurricane Sandy Victims: The National Football Leag... http://t.co/USfu4USb,not_request,not_request,1,0
495,495,I am affected. By hurricane Sandy. Don't send your donations to red cross. Send them shits to me.,I am affected. By hurricane Sandy. Don't send your donations to red cross. Send them shits to me.,not_request,request,1,1
496,496,"Rt@AdamSchefter: Dolphins owner Stephen Ross donating $500,000 to support Hurricane Sandy recovery efforts.â",Not Found,not_request,Not Found,0,1
497,497,"Hurricane Sandy: How you can help: From cash donations to blood drives, you can help the Superstorm Sandy recove... http://t.co/zFw3705u","Hurricane Sandy: How you can help: From cash donations to blood drives, you can help the Superstorm Sandy recove... http://t.co/zFw3705u",not_request,request,1,1
498,498,"Ways to help Hurricane Sandy victims: http://t.co/pbgySdT2, 1-800-SAL-ARMY (725-2769), text ""STORM"" to 80888... http://t.co/JicNSNju","Ways to help Hurricane Sandy victims: http://t.co/pbgySdT2, 1-800-SAL-ARMY (725-2769), text ""STORM"" to 80888... http://t.co/JicNSNju",not_request,request,1,1
499,499,I would like to go to New York to help out cuz of the sandy hurricane,I would like to go to New York to help out cuz of the sandy hurricane,not_request,not_request,1,0
500,500,RT @brooklynvegan: House of Yes in Bushwick (342 Maujer Street) is collecting donations for Hurricane relief. http://t.co/TWn8v8Qx,RT @brooklynvegan: House of Yes in Bushwick (342 Maujer Street) is collecting donations for Hurricane relief. http://t.co/TWn8v8Qx,not_request,request,1,1
501,501,"Pope prays for Hurricane Sandy victims, encourages rebuilding efforts http://t.co/wvUoqKfa","Pope prays for Hurricane Sandy victims, encourages rebuilding efforts http://t.co/wvUoqKfa",not_request,not_request,1,0
502,502,http://t.co/cdm6ncl6 here is the link to help those victims affected by hurricane sandy. HELP Them Please!!!!!,http://t.co/cdm6ncl6 here is the link to help those victims affected by hurricane sandy. HELP Them Please!!!!!,request,request,1,0
503,503,"DVIDS - Video - Hurricane Sandy Relief Efforts Nov. 1, 2012: http://t.co/DEHRaKxe via @dvidshub","DVIDS - Video - Hurricane Sandy Relief Efforts Nov. 1, 2012: http://t.co/DEHRaKxe via @dvidshub",not_request,not_request,1,0
504,504,"For the next week, we are donating 30% of #kids book sales to Hurricane #Sandy relief efforts. #kidlit #service - http://t.co/4E3ovPUO","For the next week, we are donating 30% of #kids book sales to Hurricane #Sandy relief efforts. #kidlit #service - http://t.co/4E3ovPUO",not_request,request,1,1
505,505,Donate $10 to Hurricane Sandy relief #SandyHelp http://t.co/VSSzAkNV,Not Found,request,Not Found,0,1
506,506,Download  @ILoveYoungRoach Music on #iTunes  Today!!  http://t.co/ynMdsAhN  We will donate 50%  To the Hurricane Victims  -via- @RedCross,Download  @ILoveYoungRoach Music on #iTunes  Today!!  http://t.co/ynMdsAhN  We will donate 50%  To the Hurricane Victims  -via- @RedCross,not_request,request,1,1
507,507,RT @eddiebatiz: Thank you to everyone who came out to @caferemy last night and brought donations to help the victims of Hurricane Sandy. ...,RT @eddiebatiz: Thank you to everyone who came out to @caferemy last night and brought donations to help the victims of Hurricane Sandy. ...,not_request,not_request,1,0
508,508,Help with hurricane sandy relief - pray for New York - partner with us - tweet me for more info/deets or : http://t.co/k787nWby-,Help with hurricane sandy relief - pray for New York - partner with us - tweet me for more info/deets or : http://t.co/k787nWby-,request,request,1,0
509,509,"I texted ""REDCROSS"" fifty times and donated $500 to hurricane relief. It wasn't my phone, but still.",Not Found,not_request,Not Found,0,1
510,510,"Naples, here's how we can help #Hurricane #Sandy survivors http://t.co/XEgRRFgp","Victoria, here's how we can help #Hurricane #Sandy survivors http://t.co/dEieyJGQ",not_request,request,1,1
511,511,"Honda Media Newsroom - Headlines - Honda Pledges $500,000 to Red Cross for Hurricane Sandy Relief http://t.co/FUjuZ3Fz","Honda Media Newsroom - Headlines - Honda Pledges $500,000 to Red Cross for Hurricane Sandy Relief http://t.co/FUjuZ3Fz",not_request,not_request,1,0
512,512,Photo: gawkercom: President Obama comforts a woman in New Jersey whose marina was damaged by Hurricane... http://t.co/EwPPXAdm,"skankyourart: gawkercom:
President Obama comforts a woman in New Jersey whose marina was damaged by Hurricane… http://t.co/9b537BEC",not_request,not_request,1,0
513,513,RT @TheWeekInJams: To help those affected by Hurricane Sandy please text REDCROSS to 90999 or go to http://t.co/j4VZtfBO. Pease RT. #San ...,RT @TheWeekInJams: To help those affected by Hurricane Sandy please text REDCROSS to 90999 or go to http://t.co/j4VZtfBO. Pease RT. #San ...,request,request,1,0
514,514,Please text CONVOY to 50555! Help Hurricane Sandy Victims @Zendaya96,Please text CONVOY to 50555! Help Hurricane Sandy Victims @Zendaya96,request,request,1,0
515,515,@TheEllenShow  RT please #Sandyhelp text 90999 red cross to help those affected by Hurricane Sandy...thanks!,@TheEllenShow  RT please #Sandyhelp text 90999 red cross to help those affected by Hurricane Sandy...thanks!,request,request,1,0
516,516,Purchasing this book is a donation to Red Cross for the Hurricane victims. http://t.co/6Yzlpzws,Purchasing this book is a donation to Red Cross for the Hurricane victims. http://t.co/6Yzlpzws,not_request,request,1,1
517,517,Please help hurricane sandy victims!!!,Please help hurricane sandy victims!!!,request,request,1,0
518,518,@Chrissie1910 @corbinbleu There's a Hurricane Sandy Emergency Fund. Or the Red Cross. We're doing the Red Cross! You can find it online! :-),@Chrissie1910 @corbinbleu There's a Hurricane Sandy Emergency Fund. Or the Red Cross. We're doing the Red Cross! You can find it online! :-),not_request,request,1,1
519,519,Tide helped us to during Hurricane Isaac and now they are on the East Coast helping Hurricane Sandy victims. http://t.co/RxZc2qqy,Tide helped us to during Hurricane Isaac and now they are on the East Coast helping Hurricane Sandy victims. http://t.co/RxZc2qqy,not_request,not_request,1,0
520,520,Tell Donald #Trump to donate his $5 million to Red Cross hurricane relief efforts! http://t.co/LXeIsB4C @signon,Tell Donald #Trump to donate his $5 million to Red Cross hurricane relief efforts! http://t.co/LXeIsB4C @signon,not_request,request,1,1
521,521,Even someone from the Republican party (hi governor Christie) has recognized Obama's efforts to help the victims of the Hurricane,Even someone from the Republican party (hi governor Christie) has recognized Obama's efforts to help the victims of the Hurricane,not_request,not_request,1,0
522,522,Help make it happen for E's Piggy Bank for Victims of Hurricane Sandy on @indiegogo http://t.co/eZtta7rX @meghanrory PLEASE RT,Not Found,not_request,Not Found,0,1
523,523,American Red Cross Donations Being Accepted Through iTunes for Hurricane Sandy Relief: Itâs been a h... http://t.co/Dz0fEV3X #tech #news,American Red Cross Donations Being Accepted Through iTunes for Hurricane Sandy Relief: It’s been a h... http://t.co/Dz0fEV3X #tech #news,not_request,request,1,1
524,524,Watch the telethon for Hurricane Sandy Relief on NBC now. And donate to relief,Not Found,not_request,Not Found,0,1
525,525,"The Hurricane Sandy Relief Bundle: 13 Themes, 2 Plugins, 1 Cause. http://t.co/XC4tZMq9 #WordPress","The Hurricane Sandy Relief Bundle: 13 Themes, 2 Plugins, 1 Cause. http://t.co/XC4tZMq9 #WordPress",not_request,not_request,1,0
526,526,"RT @jodyeddy: How To Volunteer, Donate To Help Hurricane Sandy Victims: http://t.co/6e9Xtaqx","RT @Gothamist: How To Volunteer, Donate To Help Hurricane Sandy Victims http://t.co/fXUOnzJe",not_request,request,1,1
527,527,"A responsible corporate citizen: MAZDA DONATES $100,000 TO AMERICAN RED CROSS FOR HURRICANE SANDY RELIEF EFFORTS http://t.co/93sovwOj","A responsible corporate citizen: MAZDA DONATES $100,000 TO AMERICAN RED CROSS FOR HURRICANE SANDY RELIEF EFFORTS http://t.co/93sovwOj",not_request,not_request,1,0
528,528,Please text PREVENT to 25383 to donate $10 to the  @ASPCA's animal rescue efforts for animals who affected by  Hurricane Sandy #SandyPets,Please text PREVENT to 25383 to donate $10 to the  @ASPCA's animal rescue efforts for animals who affected by  Hurricane Sandy #SandyPets,request,request,1,0
529,529,"RT @DKinnamon: RT @FTWes: ""Thank goodness you're here to help Hurricane #Sandy victims! Now if we can just see your union card 1st"" http ...","RT @DKinnamon: RT @FTWes: ""Thank goodness you're here to help Hurricane #Sandy victims! Now if we can just see your union card 1st"" http ...",not_request,not_request,1,0
530,530,I wonder what we can do to help those affected by the hurricane..,I wonder what we can do to help those affected by the hurricane..,not_request,not_request,1,0
531,531,Volunteered with Red Cross for Hurricane Sandy disaster relief,Volunteered with Red Cross for Hurricane Sandy disaster relief,not_request,not_request,1,0
532,532,The 7 Line âs charity shirt for victims of Hurricane Sandy  @metsblog http://t.co/ZwJUvHxq,The 7 Line ’s charity shirt for victims of Hurricane Sandy  @metsblog http://t.co/ZwJUvHxq,not_request,request,1,1
533,533,Want to help victims of Hurricane Sandy? It's getting cold out there! http://t.co/Ym7RIWHI,Want to help victims of Hurricane Sandy? It's getting cold out there! http://t.co/Ym7RIWHI,not_request,request,1,1
534,534,"#technology Yahooâs Homepage Isnât Raising Enough Money For Hurricane Sandy Relief, Letâs All Step Up http://t.co/nE4dlBSL",Not Found,not_request,Not Found,0,1
535,535,RT @Refinery29: 6 ways you can help Hurricane Sandy victims right now: http://t.co/Q7Dqeig3,RT @Refinery29: 6 ways you can help Hurricane Sandy victims right now: http://t.co/Q7Dqeig3,not_request,request,1,1
536,536,RT @ginola2010: Donald trump u dont think that this is the right time for u to donate that 5mil to help the victims of this brutal hurricane,RT @ginola2010: Donald trump u dont think that this is the right time for u to donate that 5mil to help the victims of this brutal hurricane,not_request,not_request,1,0
537,537,"RT @Josh_Painter: FEMA fails; private sector delivers: Nestle Sending 5.4 Million Bottles of Water for Hurricane Sandy Victims, http://t ...","RT @Josh_Painter: FEMA fails; private sector delivers: Nestle Sending 5.4 Million Bottles of Water for Hurricane Sandy Victims, http://t ...",not_request,not_request,1,0
538,538,#Iran has offered to send immediate aid workers to help Hurricane #Sandy victims despite US sanctions that are making Iranians suffer.,Not Found,not_request,Not Found,0,1
539,539,Here's how you can help out those affected by Hurricane Sandy. Every little bit helps! http://t.co/9QlUkchP #SandyHelp #TonightShow,Here's how you can help out those affected by Hurricane Sandy. Every little bit helps! http://t.co/9QlUkchP #SandyHelp #TonightShow,not_request,request,1,1
540,540,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHurricane Sandy Cancels 300 Bl... http://t.co/91BnKLLG,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHurricane Sandy Cancels 300 Bl... http://t.co/pWyzPheV,not_request,request,1,1
541,541,RT @bumblefoot: Benefit concert on Long Island for Hurricane Sandy Victims... http://t.co/A74Hht0y  #Long #Island #Hurricane #Sandy,RT @bumblefoot: Benefit concert on Long Island for Hurricane Sandy Victims... http://t.co/A74Hht0y  #Long #Island #Hurricane #Sandy,not_request,not_request,1,0
542,542,Kellogg Co. donates $500K to hurricane relief efforts http://t.co/PojkOqBX,Kellogg Co. donates $500K to hurricane relief efforts http://t.co/PojkOqBX,not_request,not_request,1,0
543,543,#thaTVspot #News Adam Levine Lends a Helping Poster for Hurricane Sandy Relief http://t.co/fvxJ0gLy #TV,#thaTVspot #News Adam Levine Lends a Helping Poster for Hurricane Sandy Relief http://t.co/fvxJ0gLy #TV,not_request,not_request,1,0
544,544,Twitter follower race for charity. Me v. @leahevans88. Each follower = .25 to Hurricane Sandy Relief Fundraiser on Saturday. #Followme,Twitter follower race for charity. Me v. @leahevans88. Each follower = .25 to Hurricane Sandy Relief Fundraiser on Saturday. #Followme,not_request,request,1,1
545,545,"@WellsFargo has donated $1 million for Hurricane Sandy relief efforts, including $250,000 to @RedCross: http://t.co/1SXpdaLK","@WellsFargo has donated $1 million for Hurricane Sandy relief efforts, including $250,000 to @RedCross: http://t.co/1SXpdaLK",not_request,not_request,1,0
546,546,RT @5PointzNYC: For any graffiti artists out there: We will be having an Art Show Benefit for the victims of Hurricane Sandy. Contact us ...,RT @5PointzNYC: For any graffiti artists out there: We will be having an Art Show Benefit for the victims of Hurricane Sandy. Contact us ...,not_request,request,1,1
547,547,"Donation Drive to help the victims of Hurricane Sandy Fri, November 2nd starting at 6p!  Any donation appreciated! https://t.co/JdUBBba4","Donation Drive to help the victims of Hurricane Sandy Fri, November 2nd starting at 6p!  Any donation appreciated! https://t.co/JdUBBba4",not_request,request,1,1
548,548,#new iTunes Accepting Red Cross Donations For Hurricane Sandy Victims: Apple on Wednesday made it a bit... http://t.co/bJetAIm2 #money,"#new iTunes Accepting Red Cross Donations For Hurricane Sandy Victims: 

Apple on Wednesday made it a bit... http://t.co/bJetAIm2 #money",not_request,request,1,1
549,549,RT @ndamukong_suh: SUHSQUAD!! Please help Hurricane Sandy relief efforts by visiting http://t.co/fD9taVpL or texting REDCROSS to 90999 t ...,RT @ndamukong_suh: SUHSQUAD!! Please help Hurricane Sandy relief efforts by visiting http://t.co/fD9taVpL or texting REDCROSS to 90999 t ...,request,request,1,0
